,Ministère (Client),CODE POSTAL,P,HPH,HCH,HPE,HCE,HH (EJP),P (EJP),CP,CHPH,CHCH,CHPE,CHCE,CHH (EJP),CP (EJP),TOTAL ,Electricité 100% verte (oui/non),Département,Région
1656,Ministères économiques et financiers,79000.0,,48,48,48,48.0,,,0.0,844.0,424.0,976.0,486.0,,,2730,OUI,DEUX-SEVRES,POITOU-CHARENTES
1659,Ministères économiques et financiers,86000.0,104.0,104,104,104,104.0,,,11722.0,59951.0,20654.0,88620.0,27774.0,,,208721,OUI,VIENNE,POITOU-CHARENTES
1660,Ministères économiques et financiers,86100.0,54.0,54,54,54,54.0,,,1465.0,30797.0,7076.0,37237.0,8708.0,,,85283,OUI,VIENNE,POITOU-CHARENTES
1664,Ministères économiques et financiers,86000.0,90.0,90,90,90,90.0,,,10233.0,50454.0,29465.0,70622.0,33677.0,,,194451,OUI,VIENNE,POITOU-CHARENTES
1665,Ministères économiques et financiers,79000.0,,96,96,96,96.0,,,0.0,34806.0,19028.0,48719.0,24207.0,,,126760,OUI,DEUX-SEVRES,POITOU-CHARENTES
1668,Ministères économiques et financiers,86000.0,42.0,42,42,42,42.0,,,3887.0,20996.0,10909.0,25331.0,10493.0,,,71616,OUI,VIENNE,POITOU-CHARENTES
1669,Ministères économiques et financiers,79000.0,,90,90,90,90.0,,,0.0,60524.0,16395.0,65747.0,18764.0,,,161430,OUI,DEUX-SEVRES,POITOU-CHARENTES
1672,Ministères économiques et financiers,86000.0,,42,42,42,42.0,,,0.0,11377.0,1912.0,12654.0,2328.0,,,28271,OUI,VIENNE,POITOU-CHARENTES
1673,Ministères économiques et financiers,86000.0,156.0,156,156,228,228.0,,,5610.0,104018.0,30984.0,146003.0,45880.0,,,332495,OUI,VIENNE,POITOU-CHARENTES
1674,Ministères économiques et financiers,79200.0,,42,42,42,42.0,,,0.0,24082.0,5830.0,27824.0,7841.0,,,65577,OUI,DEUX-SEVRES,POITOU-CHARENTES
1686,Ministères économiques et financiers,87100.0,60.0,60,60,60,60.0,,,5217.0,29306.0,16434.0,41466.0,19251.0,,,111674,OUI,,LIMOUSIN
1687,Ministères économiques et financiers,87000.0,,102,102,102,102.0,,,0.0,60223.0,12345.0,63732.0,14706.0,,,151006,OUI,HAUTE-VIENNE,LIMOUSIN
1688,Ministères économiques et financiers,87100.0,,156,156,156,156.0,,,0.0,157593.0,63872.0,212518.0,89170.0,,,523153,OUI,,LIMOUSIN
1689,Ministères économiques et financiers,33000.0,240.0,240,240,240,240.0,,,0.0,62661.0,28435.0,56457.0,25697.0,,,173250,OUI,GIRONDE,AQUITAINE
1690,Ministères économiques et financiers,33340.0,,48,48,48,48.0,,,0.0,25387.0,6479.0,22107.0,6365.0,,,60338,OUI,GIRONDE,AQUITAINE
1703,Ministères économiques et financiers,33700.0,,156,156,156,156.0,,,0.0,128256.0,67318.0,100541.0,46760.0,,,342875,OUI,GIRONDE,AQUITAINE
1704,Ministères économiques et financiers,33700.0,,48,48,48,48.0,,,0.0,25477.0,8855.0,23499.0,6414.0,,,64245,OUI,GIRONDE,AQUITAINE
1705,Ministères économiques et financiers,33500.0,,42,42,42,42.0,,,0.0,2734.0,1318.0,2921.0,1051.0,,,8024,OUI,GIRONDE,AQUITAINE
1711,Ministères économiques et financiers,33210.0,,48,48,48,48.0,,,0.0,21823.0,5080.0,24699.0,5087.0,,,56689,OUI,GIRONDE,AQUITAINE
1728,Ministères économiques et financiers,33500.0,48.0,48,48,72,72.0,,,0.0,38966.0,10616.0,64873.99999999999,20904.0,,,135360,OUI,GIRONDE,AQUITAINE
1734,Ministères économiques et financiers,33530.0,90.0,90,90,90,90.0,,,7880.0,50081.0,27382.0,35706.0,11850.0,,,132899,OUI,GIRONDE,AQUITAINE
1735,Ministères économiques et financiers,33700.0,,42,42,42,42.0,,,0.0,11549.0,2445.0,16312.000000000002,3276.0,,,33582,OUI,GIRONDE,AQUITAINE
1736,Ministères économiques et financiers,33150.0,120.0,120,120,120,120.0,,,0.0,41949.0,16575.0,48585.0,20388.0,,,127497,OUI,GIRONDE,AQUITAINE
1737,Ministères économiques et financiers,33200.0,,42,42,42,42.0,,,0.0,27159.0,5848.0,19347.0,3219.0,,,55573,OUI,GIRONDE,AQUITAINE
1738,Ministères économiques et financiers,33000.0,54.0,54,54,54,54.0,,,0.0,32957.0,12612.0,21764.0,7843.0,,,75176,OUI,GIRONDE,AQUITAINE
1739,Ministères économiques et financiers,33500.0,,72,72,72,72.0,,,0.0,21235.0,10583.0,25863.0,12894.0,,,70575,OUI,GIRONDE,AQUITAINE
1745,Ministères économiques et financiers,33120.0,54.0,54,54,66,66.0,,,0.0,41886.0,17026.0,51466.0,21810.0,,,132188,OUI,GIRONDE,AQUITAINE
1746,Ministères économiques et financiers,33000.0,,78,78,78,78.0,,,0.0,51585.0,22655.0,51327.0,22684.0,,,148251,OUI,GIRONDE,AQUITAINE
1747,Ministères économiques et financiers,33076.0,144.0,144,144,168,168.0,,,0.0,97998.0,23742.0,157265.0,42997.0,,,322002,OUI,,AQUITAINE
1748,Ministères économiques et financiers,33600.0,156.0,156,156,168,168.0,,,0.0,71856.0,28490.0,150123.0,49198.0,,,299667,OUI,GIRONDE,AQUITAINE
1749,Ministères économiques et financiers,33600.0,108.0,108,108,108,108.0,,,0.0,132468.0,35083.0,180980.0,52839.0,,,401370,OUI,GIRONDE,AQUITAINE
1750,Ministères économiques et financiers,33500.0,90.0,90,90,90,90.0,,,0.0,19337.0,6890.0,23001.0,7529.0,,,56757,OUI,GIRONDE,AQUITAINE
1756,Ministères économiques et financiers,24200.0,,60,60,60,60.0,,,0.0,35895.0,8617.0,45504.0,10734.0,,,100750,OUI,DORDOGNE,AQUITAINE
1764,Ministères économiques et financiers,24600.0,,60,60,60,60.0,,,0.0,18871.0,4874.0,27112.0,7252.0,,,58109,OUI,DORDOGNE,AQUITAINE
1779,Ministères économiques et financiers,24000.0,,228,228,228,228.0,,,0.0,67456.0,17129.0,58488.0,13967.0,,,157040,OUI,DORDOGNE,AQUITAINE
1780,Ministères économiques et financiers,47300.0,70.0,70,70,70,70.0,,,5852.0,32628.0,15833.0,50312.0,19313.0,,,123938,OUI,LOT-ET-GARONNE,AQUITAINE
1785,Ministères économiques et financiers,47000.0,48.0,48,48,60,60.0,,,5968.0,34127.0,13807.0,38910.0,11200.0,,,104012,OUI,LOT-ET-GARONNE,AQUITAINE
1786,Ministères économiques et financiers,47520.0,,42,42,42,42.0,,,0.0,26207.0,11926.0,15157.0,5650.0,,,58940,OUI,LOT-ET-GARONNE,AQUITAINE
1787,Ministères économiques et financiers,47000.0,120.0,120,120,120,120.0,,,11192.0,69059.0,19294.0,110946.0,27350.0,,,237841,OUI,LOT-ET-GARONNE,AQUITAINE
1788,Ministères économiques et financiers,47500.0,,42,42,42,42.0,,,0.0,15466.0,7038.0,8389.0,2673.0,,,33566,OUI,LOT-ET-GARONNE,AQUITAINE
1797,Ministères économiques et financiers,47000.0,60.0,60,60,60,60.0,,,0.0,38224.0,17325.0,35878.0,9884.0,,,101311,OUI,LOT-ET-GARONNE,AQUITAINE
1798,Ministères économiques et financiers,64100.0,42.0,42,42,42,42.0,,,0.0,15760.0,4793.0,13574.0,4653.0,,,38780,OUI,PYRENEES-ATLANTIQUES,AQUITAINE
1799,Ministères économiques et financiers,40000.0,54.0,54,54,84,84.0,,,0.0,36385.0,8878.0,54940.0,15719.0,,,115922,OUI,LANDES,AQUITAINE
1800,Ministères économiques et financiers,64200.0,,54,54,54,54.0,,,0.0,31337.0,6860.0,39767.0,9387.0,,,87351,OUI,PYRENEES-ATLANTIQUES,AQUITAINE
1803,Ministères économiques et financiers,64100.0,132.0,132,132,132,132.0,,,4531.0,90929.0,19132.0,110589.0,21462.0,,,246643,OUI,PYRENEES-ATLANTIQUES,AQUITAINE
1804,Ministères économiques et financiers,64100.0,,42,42,42,42.0,,,0.0,21160.0,6746.0,13426.0,2748.0,,,44080,OUI,PYRENEES-ATLANTIQUES,AQUITAINE
1805,Ministères économiques et financiers,40022.0,,144,144,144,144.0,,,0.0,85338.0,11950.0,128318.0,16033.999999999998,,,241640,OUI,,AQUITAINE
1806,Ministères économiques et financiers,64000.0,78.0,78,78,108,108.0,,,3063.0,56895.0,15551.0,69127.0,18344.0,,,162980,OUI,PYRENEES-ATLANTIQUES,AQUITAINE
1807,Ministères économiques et financiers,65000.0,118.0,123,123,123,123.0,,,10968.0,95662.0,15664.0,113999.0,40936.0,,,277229,OUI,HAUTES-PYRENEES,MIDI-PYRENEES
1808,Ministères économiques et financiers,65000.0,114.0,114,114,114,114.0,,,11835.0,47564.0,25329.0,93357.0,41358.0,,,219443,OUI,HAUTES-PYRENEES,MIDI-PYRENEES
1809,Ministères économiques et financiers,64000.0,120.0,120,120,120,120.0,,,4681.0,83720.0,12938.0,56538.0,10039.0,,,167916,OUI,PYRENEES-ATLANTIQUES,AQUITAINE
1810,Ministères économiques et financiers,65000.0,90.0,90,90,90,90.0,,,1898.0,60161.0,26322.0,77010.0,29050.0,,,194441,OUI,HAUTES-PYRENEES,MIDI-PYRENEES
1811,Ministères économiques et financiers,64000.0,,144,144,144,144.0,,,0.0,80156.0,16441.0,98928.0,19941.0,,,215466,OUI,PYRENEES-ATLANTIQUES,AQUITAINE
1812,Ministères économiques et financiers,64400.0,,42,42,42,42.0,,,0.0,19333.0,3768.0,21493.0,4363.0,,,48957,OUI,PYRENEES-ATLANTIQUES,AQUITAINE
1831,Ministères économiques et financiers,64000.0,,132,132,132,132.0,,,0.0,52522.0,3961.0,25311.0,3247.0,,,85041,OUI,PYRENEES-ATLANTIQUES,AQUITAINE
1832,Ministères économiques et financiers,63400.0,66.0,66,66,66,66.0,,,0.0,42589.0,13705.0,58908.0,17864.0,,,133066,OUI,PUY-DE-DOME,AUVERGNE
1833,Ministères économiques et financiers,63000.0,200.0,200,216,216,216.0,,,51630.0,295338.0,248123.0,515436.00000000006,363963.0,,,1474490,OUI,PUY-DE-DOME,AUVERGNE
1834,Ministères économiques et financiers,63300.0,75.0,75,75,75,75.0,,,6782.0,41176.0,15130.0,62298.0,21512.0,,,146898,OUI,PUY-DE-DOME,AUVERGNE
1837,Ministères économiques et financiers,63500.0,58.0,58,58,58,58.0,,,5874.0,30988.0,12192.0,43761.0,14823.0,,,107638,OUI,PUY-DE-DOME,AUVERGNE
1855,Ministères économiques et financiers,63100.0,144.0,144,144,144,144.0,,,0.0,80525.0,22462.0,78761.0,20916.0,,,202664,OUI,,AUVERGNE
1856,Ministères économiques et financiers,63000.0,,42,42,42,42.0,,,0.0,6545.0,1168.0,5474.0,1426.0,,,14613,OUI,PUY-DE-DOME,AUVERGNE
1857,Ministères économiques et financiers,63200.0,90.0,90,90,90,90.0,,,0.0,57612.0,13610.0,72604.0,19901.0,,,163727,OUI,PUY-DE-DOME,AUVERGNE
1871,Ministères économiques et financiers,63000.0,,60,60,60,60.0,,,0.0,47250.0,11312.0,54551.0,14159.0,,,127272,OUI,PUY-DE-DOME,AUVERGNE
1872,Ministères économiques et financiers,63000.0,,48,48,48,48.0,,,0.0,32724.0,5326.0,40773.0,8475.0,,,87298,OUI,PUY-DE-DOME,AUVERGNE
1873,Ministères économiques et financiers,63000.0,,54,54,54,54.0,,,0.0,51268.0,20966.0,21643.0,6260.0,,,100137,OUI,PUY-DE-DOME,AUVERGNE
1874,Ministères économiques et financiers,63000.0,200.0,200,216,216,216.0,,,27993.0,140123.0,69778.0,255861.0,116488.0,,,610243,OUI,PUY-DE-DOME,AUVERGNE
1875,Ministères économiques et financiers,63000.0,,54,54,54,54.0,,,0.0,22673.0,8132.999999999999,13452.0,3598.0,,,47856,OUI,PUY-DE-DOME,AUVERGNE
1876,Ministères économiques et financiers,23200.0,48.0,48,48,48,48.0,,,0.0,32315.0,8641.0,39929.0,11013.0,,,91898,OUI,CREUSE,LIMOUSIN
1890,Ministères économiques et financiers,23000.0,,60,60,60,60.0,,,0.0,33286.0,9772.0,33765.0,10017.0,,,86840,OUI,CREUSE,LIMOUSIN
1905,Ministères économiques et financiers,23000.0,,96,96,96,96.0,,,0.0,93676.0,29033.0,97691.0,31420.0,,,251820,OUI,CREUSE,LIMOUSIN
1920,Ministères économiques et financiers,23000.0,,84,84,84,84.0,,,0.0,56996.0,12446.0,64399.0,13715.0,,,147556,OUI,CREUSE,LIMOUSIN
1935,Ministères économiques et financiers,3300.0,84.0,84,84,84,84.0,,,0.0,65293.00000000001,16009.0,72418.0,16984.0,,,170704,OUI,ALLIER,AUVERGNE
1942,Ministères économiques et financiers,3400.0,66.0,66,66,66,66.0,,,0.0,57126.0,13740.0,63409.0,16178.0,,,150453,OUI,ALLIER,AUVERGNE
1946,Ministères économiques et financiers,3000.0,48.0,48,48,48,48.0,,,2471.0,33557.0,8507.0,46481.0,11373.0,,,102389,OUI,ALLIER,AUVERGNE
1952,Ministères économiques et financiers,15000.0,42.0,42,42,42,42.0,,,0.0,30375.0,7714.0,35983.0,9799.0,,,83871,OUI,CANTAL,AUVERGNE
1954,Ministères économiques et financiers,15000.0,,54,54,54,54.0,,,0.0,30355.0,9336.0,40698.0,12106.0,,,92495,OUI,CANTAL,AUVERGNE
1956,Ministères économiques et financiers,15100.0,60.0,60,60,60,60.0,,,0.0,28594.0,53538.0,19762.0,22890.0,,,124784,OUI,CANTAL,AUVERGNE
1973,Ministères économiques et financiers,19000.0,,42,42,42,42.0,,,0.0,21032.0,5865.0,24388.0,7292.0,,,58577,OUI,CORREZE,LIMOUSIN
1975,Ministères économiques et financiers,19100.0,,72,72,72,72.0,,,0.0,52710.0,12853.0,58555.0,16071.000000000002,,,140189,OUI,CORREZE,LIMOUSIN
1976,Ministères économiques et financiers,36019.0,48.0,48,48,48,48.0,,,0.0,30043.0,7245.0,38128.0,9534.0,,,84950,OUI,,CENTRE
1977,Ministères économiques et financiers,36000.0,190.0,190,190,190,190.0,,,28140.0,143133.0,71816.0,183079.0,76511.0,,,502679,OUI,INDRE,CENTRE
1978,Ministères économiques et financiers,36000.0,70.0,75,75,75,75.0,,,9942.0,46238.0,13211.0,65795.0,17886.0,,,153072,OUI,INDRE,CENTRE
1979,Ministères économiques et financiers,36300.0,,42,42,42,42.0,,,0.0,16072.0,5175.0,19160.0,6696.0,,,47103,OUI,INDRE,CENTRE
1988,Ministères économiques et financiers,36100.0,,54,54,54,54.0,,,0.0,12385.0,3388.0,16184.999999999998,4573.0,,,36531,OUI,INDRE,CENTRE
2005,Ministères économiques et financiers,18000.0,90.0,90,90,90,90.0,,,5239.0,31043.0,43013.0,43562.0,49444.0,,,172301,OUI,CHER,CENTRE
2006,Ministères économiques et financiers,18000.0,245.0,245,245,245,245.0,,,26441.0,149862.0,60556.0,214023.0,68119.0,,,519001,OUI,CHER,CENTRE
2007,Ministères économiques et financiers,18000.0,48.0,48,48,48,48.0,,,4592.0,27770.0,14721.0,15344.0,4278.0,,,66705,OUI,CHER,CENTRE
2008,Ministères économiques et financiers,43000.0,90.0,90,90,90,90.0,,,6802.0,39710.0,17078.0,55845.0,27597.0,,,147032,OUI,HAUTE-LOIRE,AUVERGNE
2013,Ministères économiques et financiers,43000.0,54.0,54,54,54,54.0,,,0.0,36238.0,12302.0,44164.0,16241.0,,,108945,OUI,HAUTE-LOIRE,AUVERGNE
2018,Ministères économiques et financiers,43100.0,,66,66,66,66.0,,,0.0,40238.0,16922.0,25698.0,8754.0,,,91612,OUI,HAUTE-LOIRE,AUVERGNE
2034,Ministères économiques et financiers,69100.0,48.0,48,48,48,48.0,,,0.0,46534.0,13127.0,53588.0,18468.0,,,131717,OUI,RHONE,RHONE-ALPES
2035,Ministères économiques et financiers,69003.0,,48,48,48,48.0,,,0.0,21007.0,5458.0,8527.0,2065.0,,,37057,OUI,RHONE,RHONE-ALPES
2036,Ministères économiques et financiers,69003.0,,72,72,72,72.0,,,0.0,36044.0,6466.0,39779.0,7849.0,,,90138,OUI,RHONE,RHONE-ALPES
2037,Ministères économiques et financiers,69300.0,48.0,48,48,84,84.0,,,0.0,46442.0,9900.0,55172.0,12960.0,,,124474,OUI,RHONE,RHONE-ALPES
2038,Ministères économiques et financiers,69330.0,,42,42,42,42.0,,,0.0,35601.0,17440.0,21174.0,8727.0,,,82942,OUI,RHONE,RHONE-ALPES
2042,Ministères économiques et financiers,69007.0,,54,54,54,54.0,,,0.0,30764.0,7278.0,16601.0,2545.0,,,57188,OUI,RHONE,RHONE-ALPES
2043,Ministères économiques et financiers,69001.0,132.0,132,132,132,132.0,,,0.0,106791.0,23450.0,111765.0,27442.0,,,269448,OUI,RHONE,RHONE-ALPES
2044,Ministères économiques et financiers,69001.0,,180,180,180,180.0,,,0.0,81514.0,16460.0,109294.0,24592.0,,,231860,OUI,RHONE,RHONE-ALPES
2045,Ministères économiques et financiers,69500.0,,120,120,120,120.0,,,0.0,2485.0,1213.0,20304.0,5636.0,,,29638,OUI,RHONE,RHONE-ALPES
2046,Ministères économiques et financiers,69800.0,,42,42,42,42.0,,,0.0,6232.0,1186.0,9215.0,2468.0,,,19101,OUI,RHONE,RHONE-ALPES
2047,Ministères économiques et financiers,38120.0,,78,78,78,78.0,,,0.0,33419.0,11497.0,21580.0,5478.0,,,71974,OUI,ISERE,RHONE-ALPES
2051,Ministères économiques et financiers,38070.0,,54,54,54,54.0,,,0.0,36855.0,21515.0,12901.0,5252.0,,,76523,OUI,ISERE,RHONE-ALPES
2052,Ministères économiques et financiers,38090.0,84.0,84,84,84,84.0,,,0.0,87028.0,33458.0,36698.0,12068.0,,,169252,OUI,ISERE,RHONE-ALPES
2056,Ministères économiques et financiers,38500.0,,42,42,42,42.0,,,0.0,18079.0,4210.0,21374.0,5872.0,,,49535,OUI,ISERE,RHONE-ALPES
2061,Ministères économiques et financiers,38300.0,,192,192,192,192.0,,,0.0,141674.0,58190.0,77585.0,23294.0,,,300743,OUI,ISERE,RHONE-ALPES
2079,Ministères économiques et financiers,7100.0,,72,72,72,72.0,,,0.0,7594.0,51320.0,7382.0,12461.0,,,78757,OUI,ARDECHE,RHONE-ALPES
2083,Ministères économiques et financiers,69700.0,102.0,102,102,102,102.0,,,0.0,83611.0,32758.000000000004,56313.0,17518.0,,,190200,OUI,RHONE,RHONE-ALPES
2091,Ministères économiques et financiers,38200.0,,78,78,78,78.0,,,0.0,60321.0,23893.0,90830.0,27504.0,,,202548,OUI,ISERE,RHONE-ALPES
2099,Ministères économiques et financiers,74160.0,,156,156,156,156.0,,,0.0,121929.0,66004.0,59725.0,41711.0,,,289369,OUI,HAUTE-SAVOIE,RHONE-ALPES
2108,Ministères économiques et financiers,74600.0,6.0,6,60,60,60.0,,,0.0,1.00000000000033,43905.0,0.0,0.0,,,43906,OUI,HAUTE-SAVOIE,RHONE-ALPES
2111,Ministères économiques et financiers,1200.0,,144,144,144,144.0,,,0.0,49683.0,21019.0,18072.0,7142.0,,,95916,OUI,HAUTE-SAVOIE,RHONE-ALPES
2121,Ministères économiques et financiers,74000.0,192.0,192,192,192,192.0,,,0.0,161173.0,59847.0,195898.0,80149.0,,,497067,OUI,HAUTE-SAVOIE,RHONE-ALPES
2122,Ministères économiques et financiers,74100.0,,84,84,84,84.0,,,0.0,36318.0,10805.0,40552.0,10264.0,,,97939,OUI,HAUTE-SAVOIE,RHONE-ALPES
2128,Ministères économiques et financiers,74200.0,54.0,54,54,54,54.0,,,0.0,48603.0,10460.0,60580.0,12968.0,,,132611,OUI,HAUTE-SAVOIE,RHONE-ALPES
2138,Ministères économiques et financiers,74600.0,90.0,90,90,90,90.0,,,5520.0,94834.0,54863.0,48315.0,21535.0,,,225067,OUI,HAUTE-SAVOIE,RHONE-ALPES
2141,Ministères économiques et financiers,74000.0,,42,42,42,42.0,,,0.0,27401.0,7110.0,32438.000000000004,9023.0,,,75972,OUI,HAUTE-SAVOIE,RHONE-ALPES
2142,Ministères économiques et financiers,1210.0,42.0,42,42,42,42.0,,,0.0,39008.0,18364.0,46361.0,24839.0,,,128572,OUI,AIN,RHONE-ALPES
2145,Ministères économiques et financiers,74000.0,120.0,120,120,120,120.0,,,0.0,111478.0,45074.0,79141.0,24768.0,,,260461,OUI,HAUTE-SAVOIE,RHONE-ALPES
2146,Ministères économiques et financiers,73000.0,,78,78,78,78.0,,,0.0,50002.0,20475.0,27885.0,9930.0,,,108292,OUI,SAVOIE,RHONE-ALPES
